id_entrevista,regiao,uf,sexo,idade,cor_raca,religiao,escolaridade,confianca_governo,confianca_judiciario,economia_12meses,voto_2t
1229,Nordeste,Maranhão,Masculino,45 a 59 anos,Parda,É Ateu/Agnóstico/ Não Acredita Em Deus,Médio,3,3,Igual,1
1230,Sudeste,São Paulo,Feminino,25 a 34 anos,Preta,Evangélica,Superior,3,1,Muito pior,2
1231,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Católica,Médio,3,3,Pouco melhor,1
1232,Sudeste,Rio De Janeiro,Masculino,35 a 44 anos,Branca,Não Tem Religião,Médio,3,1,Pouco melhor,1
1233,Nordeste,Rio Grande Do Norte,Masculino,25 a 34 anos,Branca,Não Tem Religião,Médio,4,4,Muito pior,2
1234,Sul,Paraná,Feminino,60 anos ou mais,Parda,"Mórmon, Adventista, Testemunha De Jeová",Fundamental,3,3,Pouco melhor,1
1235,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Preta,Católica,Médio,3,3,Muito pior,3
1236,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Católica,Médio,2,3,Igual,1
1237,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Católica,Fundamental,1,3,Muito melhor,Não votou
1238,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,É Ateu/Agnóstico/ Não Acredita Em Deus,Superior,3,2,Pouco pior,2
1239,Sudeste,São Paulo,Masculino,25 a 34 anos,Parda,Católica,Médio,3,4,Muito pior,1
1240,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Evangélica,Médio,3,3,Muito pior,1
1241,Nordeste,Alagoas,Feminino,35 a 44 anos,Parda,Católica,Médio,2,2,Pouco melhor,1
1242,Nordeste,Sergipe,Masculino,60 anos ou mais,Preta,"Espírita Kardecista, Espiritualista",Superior,4,2,Muito pior,3
1243,Nordeste,Pernambuco,Feminino,25 a 34 anos,Parda,Católica,Superior,3,3,Muito pior,2
1244,Sudeste,São Paulo,Feminino,60 anos ou mais,Parda,Evangélica,Fundamental,3,3,Igual,2
1245,Norte,Pará,Feminino,18 a 24 anos,Parda,Evangélica,Médio,1,3,Pouco melhor,2
1246,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Evangélica,Médio,3,3,Pouco melhor,1
1247,Nordeste,Alagoas,Masculino,60 anos ou mais,Preta,Evangélica,Fundamental,4,1,Muito pior,2
1248,Nordeste,Alagoas,Feminino,25 a 34 anos,Branca,"Mórmon, Adventista, Testemunha De Jeová",Fundamental,3,3,Pouco pior,Não votou
1249,Centro-Oeste,Distrito Federal,Feminino,25 a 34 anos,Parda,Evangélica,Médio,2,2,Pouco pior,2
1250,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Católica,Médio,4,3,Igual,2
1251,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Preta,Evangélica,Médio,4,2,Muito pior,1
1252,Sudeste,São Paulo,Feminino,18 a 24 anos,Branca,Católica,Médio,4,3,Igual,2
1253,Sul,Paraná,Masculino,18 a 24 anos,Parda,Católica,Médio,3,1,Pouco melhor,2
1254,Sudeste,São Paulo,Masculino,25 a 34 anos,Parda,Católica,Médio,3,3,Muito melhor,Não votou
1255,Nordeste,Alagoas,Masculino,18 a 24 anos,Branca,Católica,Médio,3,2,Pouco pior,1
1256,Nordeste,Piauí,Feminino,18 a 24 anos,Parda,Católica,Médio,3,3,Pouco pior,2
1257,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Evangélica,Médio,3,3,Muito melhor,1
1258,Nordeste,Maranhão,Feminino,25 a 34 anos,Parda,Católica,Superior,1,1,Pouco melhor,2
1259,Nordeste,Maranhão,Masculino,35 a 44 anos,Preta,Evangélica,Fundamental,4,4,Muito pior,2
1260,Nordeste,Ceará,Masculino,45 a 59 anos,Parda,Evangélica,Médio,3,1,Pouco pior,2
1261,Centro-Oeste,Goiás,Feminino,16 e 17 anos,Branca,Católica,Superior,4,2,Igual,Não votou
1262,Sudeste,Rio De Janeiro,Feminino,60 anos ou mais,Parda,Católica,Fundamental,1,3,Pouco pior,Não votou
1263,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Evangélica,Médio,2,4,Muito melhor,1
1264,Nordeste,Sergipe,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,4,4,Pouco melhor,Não votou
1265,Norte,Roraima,Masculino,18 a 24 anos,Parda,Não Tem Religião,Médio,4,4,Não sabe,1
1266,Sul,Rio Grande Do Sul,Masculino,18 a 24 anos,Branca,Não Tem Religião,Superior,2,3,Muito pior,2
1267,Sudeste,São Paulo,Masculino,18 a 24 anos,Branca,Católica,Superior,3,1,Pouco melhor,2
1268,Sudeste,São Paulo,Masculino,18 a 24 anos,Parda,Católica,Médio,2,3,Pouco melhor,2
1269,Sudeste,Rio De Janeiro,Masculino,35 a 44 anos,Branca,Católica,Médio,Não sabe,3,Pouco melhor,1
1270,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Católica,Médio,4,2,Pouco pior,6
1271,Centro-Oeste,Goiás,Feminino,35 a 44 anos,Parda,Católica,Médio,3,3,Pouco pior,Não votou
1272,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,Evangélica,Médio,2,2,Pouco melhor,1
1273,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Católica,Médio,4,3,Muito pior,2
1274,Sul,Rio Grande Do Sul,Feminino,18 a 24 anos,Parda,Católica,Médio,1,3,Pouco melhor,Não votou
1275,Sudeste,São Paulo,Feminino,25 a 34 anos,Preta,Candomblé,Superior,4,3,Muito pior,Não votou
1276,Nordeste,Alagoas,Feminino,45 a 59 anos,Branca,Evangélica,Fundamental,1,1,Muito melhor,1
1277,Nordeste,Rio Grande Do Norte,Feminino,60 anos ou mais,Parda,Católica,Médio,2,2,Muito pior,2
1278,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Parda,Católica,Fundamental,1,3,Pouco melhor,1
1279,Nordeste,Ceará,Feminino,45 a 59 anos,Branca,Católica,Fundamental,2,2,Pouco melhor,2
1280,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Parda,Católica,Médio,2,2,Igual,Não votou
1281,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Católica,Médio,4,2,Muito pior,2
1282,Nordeste,Alagoas,Masculino,35 a 44 anos,Branca,Católica,Superior,3,1,Muito pior,2
1283,Nordeste,Piauí,Feminino,60 anos ou mais,Parda,Católica,Superior,3,3,Muito pior,2
1284,Nordeste,Bahia,Feminino,25 a 34 anos,Preta,Católica,Médio,2,2,Muito pior,2
1285,Nordeste,Bahia,Feminino,60 anos ou mais,Preta,Evangélica,Fundamental,Não sabe,Não sabe,Igual,6
1286,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Evangélica,Médio,4,1,Muito pior,2
1287,Sul,Santa Catarina,Masculino,25 a 34 anos,Parda,Católica,Médio,3,2,Pouco melhor,Não votou
1288,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Branca,Não Tem Religião,Médio,3,4,Pouco melhor,1
1289,Nordeste,Paraíba,Masculino,45 a 59 anos,Preta,Católica,Fundamental,2,3,Pouco melhor,2
1290,Nordeste,Alagoas,Masculino,18 a 24 anos,Parda,Não Tem Religião,Médio,2,3,Pouco melhor,Não votou
1291,Nordeste,Rio Grande Do Norte,Feminino,45 a 59 anos,Parda,Católica,Médio,1,1,Pouco melhor,1
1292,Nordeste,Ceará,Masculino,25 a 34 anos,Parda,Católica,Fundamental,2,3,Pouco melhor,2
1293,Nordeste,Alagoas,Feminino,60 anos ou mais,Parda,Evangélica,Médio,4,3,Muito melhor,1
1294,Norte,Acre,Masculino,35 a 44 anos,Parda,Não Tem Religião,Médio,3,3,Pouco pior,1
1295,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Não Respondeu,Superior,3,3,Pouco melhor,6
1296,Nordeste,Ceará,Feminino,18 a 24 anos,Parda,Católica,Médio,3,3,Pouco melhor,2
1297,Norte,Rondônia,Masculino,25 a 34 anos,Preta,Evangélica,Superior,4,3,Pouco melhor,1
1298,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Evangélica,Médio,3,3,Igual,2
1299,Sul,Paraná,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,3,3,Pouco pior,2
1300,Sudeste,Rio De Janeiro,Masculino,60 anos ou mais,Parda,Evangélica,Fundamental,1,1,Pouco melhor,2
1301,Sul,Santa Catarina,Masculino,45 a 59 anos,Parda,Católica,Médio,1,3,Muito melhor,1
1302,Sudeste,Rio De Janeiro,Feminino,25 a 34 anos,Parda,"Espírita Kardecista, Espiritualista",Médio,3,1,Igual,2
1303,Sudeste,Rio De Janeiro,Masculino,25 a 34 anos,Outras,Evangélica,Superior,1,2,Pouco pior,1
1304,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Branca,Católica,Superior,3,3,Pouco pior,2
1305,Nordeste,Paraíba,Feminino,25 a 34 anos,Parda,Evangélica,Médio,1,3,Pouco melhor,1
1306,Sul,Paraná,Masculino,35 a 44 anos,Branca,Católica,Médio,2,2,Pouco pior,2
1307,Centro-Oeste,Distrito Federal,Feminino,60 anos ou mais,Branca,"Espírita Kardecista, Espiritualista",Superior,2,2,Muito pior,2
1308,Sudeste,Minas Gerais,Masculino,35 a 44 anos,Preta,Católica,Médio,2,4,Muito melhor,1
1309,Sudeste,Minas Gerais,Feminino,18 a 24 anos,Parda,Evangélica,Superior,4,4,Muito pior,2
1310,Nordeste,Alagoas,Feminino,45 a 59 anos,Parda,"Espírita Kardecista, Espiritualista",Superior,1,1,Muito pior,2
1311,Sul,Rio Grande Do Sul,Feminino,60 anos ou mais,Branca,Católica,Superior,3,3,Muito pior,2
1312,Sudeste,Rio De Janeiro,Feminino,25 a 34 anos,Parda,Evangélica,Médio,4,4,Pouco melhor,1
1313,Nordeste,Piauí,Masculino,25 a 34 anos,Preta,Católica,Médio,3,3,Pouco melhor,1
1314,Nordeste,Piauí,Masculino,18 a 24 anos,Branca,Umbanda,Superior,2,2,Igual,1
1315,Nordeste,Piauí,Masculino,45 a 59 anos,Parda,Católica,Médio,4,1,Muito pior,4
1316,Nordeste,Paraíba,Feminino,35 a 44 anos,Preta,Evangélica,Médio,3,3,Muito melhor,1
1317,Nordeste,Bahia,Masculino,60 anos ou mais,Parda,Católica,Fundamental,2,2,Muito pior,2
1318,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Parda,Evangélica,Médio,2,1,Pouco melhor,1
1319,Centro-Oeste,Goiás,Masculino,35 a 44 anos,Parda,"Espírita Kardecista, Espiritualista",Superior,1,3,Muito melhor,1
1320,Sudeste,Rio De Janeiro,Masculino,25 a 34 anos,Branca,Católica,Superior,2,2,Pouco pior,2
1321,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Evangélica,Médio,4,4,Muito pior,Não votou
1322,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Branca,Católica,Médio,4,4,Pouco pior,2
1323,Sul,Rio Grande Do Sul,Masculino,35 a 44 anos,Branca,"Espírita Kardecista, Espiritualista",Superior,1,4,Pouco melhor,1
1324,Nordeste,Pernambuco,Feminino,35 a 44 anos,Preta,Católica,Médio,4,3,Muito pior,2
1325,Centro-Oeste,Distrito Federal,Feminino,45 a 59 anos,Parda,"Espírita Kardecista, Espiritualista",Superior,4,3,Muito pior,2
1326,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Parda,Evangélica,Fundamental,3,1,Muito pior,6
1327,Nordeste,Bahia,Masculino,45 a 59 anos,Preta,Não Tem Religião,Médio,4,2,Muito pior,2
1328,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Católica,Médio,3,3,Pouco melhor,1
1329,Sul,Rio Grande Do Sul,Masculino,45 a 59 anos,Branca,Católica,Fundamental,1,1,Igual,2
1330,Nordeste,Ceará,Masculino,45 a 59 anos,Parda,Católica,Fundamental,3,1,Pouco pior,2
1331,Nordeste,Maranhão,Feminino,60 anos ou mais,Parda,Evangélica,Médio,2,2,Pouco pior,2
1332,Norte,Tocantins,Feminino,18 a 24 anos,Preta,Não Tem Religião,Médio,2,2,Muito pior,2
1333,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Católica,Fundamental,3,3,Muito melhor,4
1334,Nordeste,Maranhão,Feminino,35 a 44 anos,Parda,Evangélica,Médio,3,1,Muito pior,Não votou
1335,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Evangélica,Fundamental,3,4,Muito pior,2
1336,Sudeste,Rio De Janeiro,Masculino,25 a 34 anos,Branca,Não Tem Religião,Médio,1,3,Pouco pior,2
1337,Norte,Amazonas,Masculino,35 a 44 anos,Outras,Não Tem Religião,Superior,1,4,Pouco melhor,1
1338,Sudeste,Minas Gerais,Masculino,35 a 44 anos,Parda,Católica,Superior,3,3,Pouco pior,1
1339,Centro-Oeste,Mato Grosso,Feminino,18 a 24 anos,Preta,Católica,Médio,2,1,Igual,3
1340,Sudeste,São Paulo,Feminino,45 a 59 anos,Preta,"Espírita Kardecista, Espiritualista",Médio,4,4,Pouco pior,2
1341,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Não Tem Religião,Superior,1,2,Muito pior,2
1342,Sudeste,Minas Gerais,Masculino,16 e 17 anos,Branca,Católica,Médio,1,3,Muito melhor,1
1343,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Católica,Médio,4,2,Igual,1
1344,Centro-Oeste,Goiás,Masculino,25 a 34 anos,Parda,Não Tem Religião,Superior,2,3,Igual,Não votou
1345,Nordeste,Alagoas,Feminino,18 a 24 anos,Preta,Não Tem Religião,Fundamental,3,4,Pouco pior,Não votou
1346,Nordeste,Rio Grande Do Norte,Feminino,45 a 59 anos,Parda,Católica,Fundamental,1,1,Não sabe,2
1347,Sudeste,São Paulo,Masculino,25 a 34 anos,Parda,Evangélica,Médio,1,4,Pouco melhor,1
1348,Sudeste,Minas Gerais,Masculino,18 a 24 anos,Parda,Não Tem Religião,Médio,3,3,Igual,2
1349,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Preta,Católica,Superior,2,2,Igual,6
1350,Nordeste,Alagoas,Feminino,60 anos ou mais,Parda,Evangélica,Fundamental,3,4,Pouco pior,Não votou
1351,Sul,Paraná,Masculino,60 anos ou mais,Branca,Evangélica,Fundamental,1,3,Muito melhor,1
1352,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Católica,Médio,3,2,Pouco pior,1
1353,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Católica,Fundamental,3,1,Muito pior,2
1354,Nordeste,Maranhão,Feminino,60 anos ou mais,Parda,Católica,Médio,2,2,Pouco melhor,1
1355,Sudeste,São Paulo,Feminino,18 a 24 anos,Parda,"Mórmon, Adventista, Testemunha De Jeová",Médio,4,2,Muito pior,3
1356,Sul,Paraná,Masculino,60 anos ou mais,Parda,Católica,Médio,2,4,Pouco melhor,1
1357,Centro-Oeste,Mato Grosso Do Sul,Feminino,35 a 44 anos,Branca,Católica,Superior,2,2,Muito melhor,1
1358,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Parda,Católica,Fundamental,3,3,Muito pior,2
1359,Norte,Amazonas,Masculino,16 e 17 anos,Parda,Evangélica,Médio,3,3,Igual,1
1360,Sudeste,Rio De Janeiro,Feminino,45 a 59 anos,Parda,Não Tem Religião,Médio,2,2,Muito pior,2
1361,Sudeste,São Paulo,Feminino,25 a 34 anos,Outras,Umbanda,Superior,3,2,Muito pior,2
1362,Sul,Paraná,Feminino,18 a 24 anos,Branca,Evangélica,Médio,3,3,Muito pior,1
1363,Norte,Tocantins,Masculino,45 a 59 anos,Branca,"Seicho-No-Ie, Messiânica, Perfeita Liberdade",Médio,1,1,Muito pior,2
1364,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,"Espírita Kardecista, Espiritualista",Superior,2,3,Igual,1
1365,Sudeste,São Paulo,Feminino,35 a 44 anos,Preta,Católica,Médio,3,3,Pouco pior,2
1366,Nordeste,Piauí,Masculino,25 a 34 anos,Parda,Católica,Fundamental,4,3,Igual,2
1367,Sudeste,Rio De Janeiro,Feminino,45 a 59 anos,Preta,Católica,Médio,3,3,Pouco pior,2
1368,Sudeste,São Paulo,Feminino,18 a 24 anos,Branca,Não Tem Religião,Médio,4,1,Igual,2
1369,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Católica,Fundamental,1,1,Pouco pior,1
1370,Centro-Oeste,Goiás,Feminino,18 a 24 anos,Branca,Católica,Médio,1,2,Igual,Não votou
1371,Sul,Rio Grande Do Sul,Masculino,25 a 34 anos,Branca,Não Tem Religião,Superior,4,3,Muito pior,2
1372,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Evangélica,Médio,Não sabe,4,Igual,4
1373,Nordeste,Bahia,Feminino,18 a 24 anos,Preta,Evangélica,Superior,3,3,Pouco melhor,2
1374,Sul,Rio Grande Do Sul,Feminino,25 a 34 anos,Branca,Umbanda,Médio,2,2,Pouco pior,2
1375,Norte,Pará,Masculino,45 a 59 anos,Preta,Católica,Fundamental,3,2,Igual,Não votou
1376,Nordeste,Pernambuco,Feminino,35 a 44 anos,Parda,Acredita em Deus,Fundamental,1,1,Muito pior,2
1377,Centro-Oeste,Distrito Federal,Masculino,45 a 59 anos,Parda,"Espírita Kardecista, Espiritualista",Médio,4,3,Muito pior,2
1378,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Parda,Católica,Fundamental,4,3,Pouco pior,1
1379,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Branca,Católica,Fundamental,1,1,Muito pior,Não votou
1380,Norte,Roraima,Masculino,25 a 34 anos,Branca,Não Tem Religião,Superior,2,1,Pouco pior,2
1381,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Branca,Evangélica,Superior,2,2,Pouco melhor,6
1382,Sul,Rio Grande Do Sul,Masculino,18 a 24 anos,Parda,Não Tem Religião,Superior,2,2,Pouco melhor,1
1383,Sudeste,São Paulo,Feminino,18 a 24 anos,Branca,Católica,Superior,2,3,Igual,6
1384,Nordeste,Pernambuco,Feminino,25 a 34 anos,Branca,Evangélica,Médio,4,3,Igual,Não votou
1385,Centro-Oeste,Distrito Federal,Masculino,25 a 34 anos,Branca,Evangélica,Médio,1,3,Pouco melhor,Não votou
1386,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,Católica,Fundamental,3,3,Muito pior,1
1387,Norte,Pará,Masculino,60 anos ou mais,Preta,Católica,Médio,2,3,Pouco pior,2
1388,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Branca,Evangélica,Médio,1,4,Muito melhor,1
1389,Sul,Paraná,Feminino,45 a 59 anos,Parda,Católica,Fundamental,3,Não sabe,Muito pior,1
1390,Nordeste,Alagoas,Masculino,60 anos ou mais,Preta,Católica,Fundamental,4,4,Muito pior,2
1391,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Católica,Fundamental,4,1,Pouco pior,2
1392,Sul,Paraná,Feminino,25 a 34 anos,Branca,Evangélica,Superior,2,2,Muito melhor,1
1393,Sudeste,São Paulo,Masculino,25 a 34 anos,Preta,Não Tem Religião,Médio,3,3,Igual,4
1394,Sul,Santa Catarina,Masculino,25 a 34 anos,Preta,Evangélica,Fundamental,3,3,Pouco pior,Não votou
1395,Sudeste,São Paulo,Masculino,18 a 24 anos,Parda,Católica,Superior,2,2,Pouco melhor,Não votou
1396,Sul,Santa Catarina,Masculino,45 a 59 anos,Parda,Católica,Fundamental,1,3,Muito pior,2
1397,Sudeste,São Paulo,Masculino,25 a 34 anos,Preta,Católica,Superior,2,2,Pouco pior,2
1398,Centro-Oeste,Goiás,Masculino,25 a 34 anos,Branca,Evangélica,Médio,1,3,Muito melhor,1
1399,Norte,Pará,Masculino,35 a 44 anos,Outras,Católica,Superior,3,3,Pouco pior,2
1400,Nordeste,Alagoas,Feminino,25 a 34 anos,Parda,Católica,Médio,3,2,Muito pior,4
1401,Sudeste,Rio De Janeiro,Masculino,45 a 59 anos,Parda,Evangélica,Médio,2,2,Igual,1
1402,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Católica,Fundamental,4,4,Muito pior,2
1403,Nordeste,Ceará,Masculino,35 a 44 anos,Parda,Católica,Médio,3,3,Muito pior,2
1404,Nordeste,Alagoas,Masculino,18 a 24 anos,Preta,Evangélica,Médio,1,1,Muito melhor,1
1405,Sul,Paraná,Masculino,45 a 59 anos,Branca,Católica,Médio,2,2,Igual,1
1406,Nordeste,Piauí,Feminino,45 a 59 anos,Parda,Católica,Médio,1,1,Muito pior,2
1407,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Católica,Superior,1,4,Pouco melhor,1
1408,Nordeste,Alagoas,Masculino,45 a 59 anos,Parda,Católica,Superior,2,3,Muito pior,Não votou
1409,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Outras,Não Tem Religião,Médio,3,1,Igual,3
1410,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Católica,Fundamental,4,4,Muito pior,1
1411,Sul,Paraná,Feminino,35 a 44 anos,Parda,Evangélica,Fundamental,1,3,Pouco melhor,1
1412,Sudeste,Minas Gerais,Masculino,18 a 24 anos,Outras,Católica,Médio,3,3,Igual,4
1413,Norte,Amazonas,Feminino,25 a 34 anos,Branca,Católica,Médio,3,3,Pouco pior,2
1414,Nordeste,Maranhão,Feminino,18 a 24 anos,Parda,Não Tem Religião,Médio,2,2,Pouco pior,2
1415,Sudeste,São Paulo,Masculino,25 a 34 anos,Parda,Católica,Médio,3,4,Muito pior,2
1416,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Preta,Católica,Fundamental,4,3,Pouco pior,2
1417,Norte,Acre,Feminino,25 a 34 anos,Parda,Evangélica,Fundamental,1,3,Muito pior,2
1418,Nordeste,Alagoas,Feminino,45 a 59 anos,Parda,Católica,Médio,3,1,Muito pior,4
1419,Norte,Roraima,Feminino,25 a 34 anos,Preta,Evangélica,Superior,3,4,Pouco pior,Não votou
1420,Sul,Paraná,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,2,3,Muito pior,2
1421,Sudeste,São Paulo,Masculino,45 a 59 anos,Preta,Católica,Fundamental,3,3,Pouco melhor,2
1422,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Católica,Fundamental,3,1,Igual,2
1423,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Parda,Católica,Superior,2,3,Pouco melhor,3
1424,Sudeste,Rio De Janeiro,Masculino,35 a 44 anos,Parda,Evangélica,Fundamental,3,3,Muito pior,2
1425,Nordeste,Pernambuco,Feminino,35 a 44 anos,Parda,Evangélica,Médio,2,2,Igual,2
1426,Sul,Paraná,Feminino,45 a 59 anos,Parda,Católica,Médio,4,2,Muito pior,2
1427,Sul,Santa Catarina,Masculino,60 anos ou mais,Outras,Católica,Fundamental,1,1,Muito melhor,1
1428,Sul,Paraná,Masculino,60 anos ou mais,Outras,Católica,Médio,3,3,Pouco melhor,6
1429,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Preta,Católica,Fundamental,1,1,Pouco pior,2
1430,Sul,Rio Grande Do Sul,Feminino,25 a 34 anos,Preta,Católica,Superior,3,2,Muito pior,2
1431,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Branca,Evangélica,Fundamental,2,2,Pouco melhor,Não votou
1432,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Preta,Católica,Superior,4,1,Muito pior,2
1433,Sudeste,São Paulo,Feminino,25 a 34 anos,Outras,Evangélica,Médio,1,2,Pouco melhor,2
1434,Sudeste,São Paulo,Feminino,25 a 34 anos,Preta,Não Tem Religião,Superior,2,3,Muito pior,2
1435,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Evangélica,Médio,2,2,Pouco melhor,1
1436,Sul,Santa Catarina,Feminino,45 a 59 anos,Branca,Evangélica,Fundamental,1,3,Muito melhor,6
1437,Nordeste,Paraíba,Feminino,45 a 59 anos,Branca,Católica,Fundamental,3,4,Muito pior,1
1438,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Católica,Médio,1,3,Pouco melhor,2
1439,Sudeste,São Paulo,Masculino,18 a 24 anos,Branca,Evangélica,Fundamental,2,3,Muito melhor,1
1440,Sul,Rio Grande Do Sul,Masculino,35 a 44 anos,Branca,Católica,Médio,2,3,Igual,3
1441,Sudeste,São Paulo,Feminino,60 anos ou mais,Preta,Não Tem Religião,Fundamental,4,4,Muito pior,2
1442,Sul,Santa Catarina,Feminino,35 a 44 anos,Parda,Católica,Fundamental,4,2,Muito pior,2
1443,Nordeste,Bahia,Feminino,16 e 17 anos,Preta,Evangélica,Médio,2,2,Pouco melhor,2
1444,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Preta,Católica,Fundamental,1,2,Pouco pior,2
1445,Nordeste,Bahia,Feminino,45 a 59 anos,Branca,Evangélica,Médio,3,3,Muito melhor,1
1446,Centro-Oeste,Distrito Federal,Masculino,25 a 34 anos,Parda,Católica,Médio,3,3,Pouco pior,2
1447,Sudeste,Rio De Janeiro,Feminino,45 a 59 anos,Parda,Católica,Médio,1,4,Igual,1
1448,Sul,Paraná,Masculino,25 a 34 anos,Outras,Umbanda,Médio,2,2,Igual,2
1449,Nordeste,Pernambuco,Masculino,35 a 44 anos,Parda,Católica,Fundamental,4,4,Pouco melhor,2
1450,Sudeste,Rio De Janeiro,Feminino,45 a 59 anos,Preta,Católica,Médio,1,3,Muito pior,2
1451,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Evangélica,Fundamental,3,3,Pouco melhor,1
1452,Sudeste,Minas Gerais,Masculino,35 a 44 anos,Parda,Católica,Superior,3,3,Muito melhor,Não votou
1453,Centro-Oeste,Goiás,Masculino,60 anos ou mais,Preta,Cristão,Médio,1,1,Muito melhor,1
1454,Sudeste,Minas Gerais,Masculino,18 a 24 anos,Parda,Católica,Superior,2,2,Pouco melhor,1
1455,Sul,Rio Grande Do Sul,Feminino,60 anos ou mais,Branca,"Espírita Kardecista, Espiritualista",Fundamental,1,1,Muito pior,Não votou
1456,Nordeste,Pernambuco,Feminino,18 a 24 anos,Parda,Católica,Fundamental,3,2,Muito pior,2
1457,Norte,Pará,Masculino,25 a 34 anos,Parda,Católica,Superior,3,3,Pouco melhor,Não votou
1458,Nordeste,Alagoas,Feminino,45 a 59 anos,Parda,"Espírita Kardecista, Espiritualista",Fundamental,2,3,Pouco melhor,3
1459,Centro-Oeste,Goiás,Masculino,25 a 34 anos,Parda,"Espírita Kardecista, Espiritualista",Superior,3,4,Muito melhor,Não votou
1460,Nordeste,Maranhão,Masculino,25 a 34 anos,Parda,Não Tem Religião,Médio,1,1,Pouco melhor,Não votou
1461,Centro-Oeste,Goiás,Masculino,45 a 59 anos,Parda,Católica,Superior,2,2,Pouco melhor,1
1462,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Católica,Superior,2,2,Muito pior,Não votou
1463,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Católica,Médio,4,1,Pouco pior,1
1464,Sul,Paraná,Feminino,35 a 44 anos,Branca,Evangélica,Fundamental,3,3,Igual,1
1465,Sudeste,São Paulo,Feminino,60 anos ou mais,Preta,"Espírita Kardecista, Espiritualista",Superior,3,3,Muito melhor,1
1466,Sul,Rio Grande Do Sul,Masculino,60 anos ou mais,Branca,Não Tem Religião,Médio,3,3,Muito pior,1
1467,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Branca,Evangélica,Fundamental,1,1,Pouco melhor,1
1468,Centro-Oeste,Mato Grosso,Feminino,35 a 44 anos,Parda,Católica,Médio,3,3,Igual,Não votou
1469,Sudeste,São Paulo,Masculino,45 a 59 anos,Preta,Católica,Fundamental,3,4,Muito pior,2
